occupation_code,occupation_code_name,main_staff_group,broad_staff_group,detailed_staff_group,occupation_level,care_setting_or_specialty,is_currently_valid
NAC,Nurse Consultant in Maternity Services,Professionally qualified clinical staff,Nurses & health visitors,Nurses - adult,Nurse Consultant,Maternity Services,True
NAD,Nurse Consultant in Community Mental Health,Professionally qualified clinical staff,Nurses & health visitors,Nurses - mental health,Nurse Consultant,Community Mental Health,True
NAE,Nurse Consultant in Other Mental Health,Professionally qualified clinical staff,Nurses & health visitors,Nurses - mental health,Nurse Consultant,Other Mental Health,True
NAF,Nurse Consultant in Community Learning Disabilities,Professionally qualified clinical staff,Nurses & health visitors,Nurses - learning disabilities / difficulties,Nurse Consultant,Community Learning Disabilities,True
NAG,Nurse Consultant in Other Learning Disabilities,Professionally qualified clinical staff,Nurses & health visitors,Nurses - learning disabilities / difficulties,Nurse Consultant,Other Learning Disabilities,True
NAH,Nurse Consultant in Community Services,Professionally qualified clinical staff,Nurses & health visitors,Nurses - community health,Nurse Consultant,Community Services,True
NAJ,Nurse Consultant in Education Staff,Professionally qualified clinical staff,Nurses & health visitors,Nurses - adult,Nurse Consultant,Education Staff,True
NAK,Nurse Consultant in School Nursing,Professionally qualified clinical staff,Nurses & health visitors,Nurses - community health,Nurse Consultant,School Nursing,True
NAL,Nurse Consultant in Neonatal Nursing (including SCBUs),Professionally qualified clinical staff,Nurses & health visitors,Nurses - children's,Nurse Consultant,Neonatal Nursing (including SCBUs),True
NBK,Qualified School Nurse in School Nursing,Professionally qualified clinical staff,Nurses & health visitors,Nurses - community health,Qualified School Nurse,School Nursing,True
NCA,Modern Matron in Adult and General,Professionally qualified clinical staff,Nurses & health visitors,Nurses - adult,Modern Matron,Adult and General,True
NCB,Modern Matron in Children and Young People,Professionally qualified clinical staff,Nurses & health visitors,Nurses - children's,Modern Matron,Children and Young People,True
NCC,Modern Matron in Maternity Services,Professionally qualified clinical staff,Nurses & health visitors,Nurses - adult,Modern Matron,Maternity Services,True
NCD,Modern Matron in Community Mental Health,Professionally qualified clinical staff,Nurses & health visitors,Nurses - mental health,Modern Matron,Community Mental Health,True
NCE,Modern Matron in Other Mental Health,Professionally qualified clinical staff,Nurses & health visitors,Nurses - mental health,Modern Matron,Other Mental Health,True
NCF,Modern Matron in Community Learning Disabilities,Professionally qualified clinical staff,Nurses & health visitors,Nurses - learning disabilities / difficulties,Modern Matron,Community Learning Disabilities,True
NCG,Modern Matron in Other Learning Disabilities,Professionally qualified clinical staff,Nurses & health visitors,Nurses - learning disabilities / difficulties,Modern Matron,Other Learning Disabilities,True
NCH,Modern Matron in Community Services,Professionally qualified clinical staff,Nurses & health visitors,Nurses - community health,Modern Matron,Community Services,True
NCJ,Modern Matron in Education Staff,Professionally qualified clinical staff,Nurses & health visitors,Nurses - adult,Modern Matron,Education Staff,True
NCK,Modern Matron in School Nursing,Professionally qualified clinical staff,Nurses & health visitors,Nurses - community health,Modern Matron,School Nursing,True
NCL,Modern Matron in Neonatal Nursing (including SCBUs),Professionally qualified clinical staff,Nurses & health visitors,Nurses - children's,Modern Matron,Neonatal Nursing (including SCBUs),True
NEH,Community Matron in Community Services,Professionally qualified clinical staff,Nurses & health visitors,Nurses - community health,Community Matron,Community Services,True
NFA,Nursing Assistant Practitioner in Adult and General,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Nursing Assistant Practitioner,Adult and General,True
NFB,Nursing Assistant Practitioner in Children and Young People,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Nursing Assistant Practitioner,Children and Young People,True
NFC,Nursing Assistant Practitioner in Maternity Services,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Nursing Assistant Practitioner,Maternity Services,True
NFD,Nursing Assistant Practitioner in Community Mental Health,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Nursing Assistant Practitioner,Community Mental Health,True
NFE,Nursing Assistant Practitioner in Other Mental Health,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Nursing Assistant Practitioner,Other Mental Health,True
NFF,Nursing Assistant Practitioner in Community Learning Disabilities,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Nursing Assistant Practitioner,Community Learning Disabilities,True
NFG,Nursing Assistant Practitioner in Other Learning Disabilities,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Nursing Assistant Practitioner,Other Learning Disabilities,True
NFH,Nursing Assistant Practitioner in Community Services,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Nursing Assistant Practitioner,Community Services,True
NFJ,Nursing Assistant Practitioner in Education Staff,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Nursing Assistant Practitioner,Education Staff,True
NFK,Nursing Assistant Practitioner in School Nursing,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Nursing Assistant Practitioner,School Nursing,True
NFL,Nursing Assistant Practitioner in Neonatal Nursing (including SCBUs),Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Nursing Assistant Practitioner,Neonatal Nursing (including SCBUs),True
NGA,Nursing Associate in Adult and General,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Nursing Associate,Adult and General,True
NGB,Nursing Associate in Children and Young People,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Nursing Associate,Children and Young People,True
NGC,Nursing Associate in Maternity Services,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Nursing Associate,Maternity Services,True
NGD,Nursing Associate in Community Mental Health,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Nursing Associate,Community Mental Health,True
NGE,Nursing Associate in Other Mental Health,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Nursing Associate,Other Mental Health,True
NGF,Nursing Associate in Community Learning Disabilities,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Nursing Associate,Community Learning Disabilities,True
NGG,Nursing Associate in Other Learning Disabilities,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Nursing Associate,Other Learning Disabilities,True
NGH,Nursing Associate in Community Services,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Nursing Associate,Community Services,True
NHA,Student Nursing Associate in Adult and General,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Student Nursing Associate,Adult and General,True
NHB,Student Nursing Associate in Children and Young People,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Student Nursing Associate,Children and Young People,True
NHC,Student Nursing Associate in Maternity Services,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Student Nursing Associate,Maternity Services,True
NHD,Student Nursing Associate in Community Mental Health,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Student Nursing Associate,Community Mental Health,True
NHE,Student Nursing Associate in Other Mental Health,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Student Nursing Associate,Other Mental Health,True
NHF,Student Nursing Associate in Community Learning Disabilities,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Student Nursing Associate,Community Learning Disabilities,True
NHG,Student Nursing Associate in Other Learning Disabilities,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Student Nursing Associate,Other Learning Disabilities,True
NHH,Student Nursing Associate in Community Services,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Student Nursing Associate,Community Services,True
P1A,Pre-Registration Nurse Learner in Midwifery,Support to clinical staff,"Support to doctors, nurses & midwives","Nursing, health visiting & midwifery learners",Pre-Registration Nurse Learner,Maternity Services,True
P1D,Pre-Registration Nurse Learner in Diploma Nurse Training,Support to clinical staff,"Support to doctors, nurses & midwives","Nursing, health visiting & midwifery learners",Pre-Registration Nurse Learner,Other Learners,True
P1E,Pre-Registration Nurse Learner in Other Learners,Support to clinical staff,"Support to doctors, nurses & midwives","Nursing, health visiting & midwifery learners",Pre-Registration Nurse Learner,Other Learners,True
P2A,Post 1st Level Registration Nurse in Midwifery,Professionally qualified clinical staff,Nurses & health visitors,Nurses - other training,Post 1st Level Registration Nurse Learner,Maternity Services,True
P2B,Post 1st Level Registration Nurse in Health Visiting,Professionally qualified clinical staff,Nurses & health visitors,Nurses - community health,Post 1st Level Registration Nurse Learner,Community Services,True
P2C,Post 1st Level Registration Nurse in District Nursing,Professionally qualified clinical staff,Nurses & health visitors,Nurses - community health,Post 1st Level Registration Nurse Learner,Community Services,True
P2D,Post 1st Level Registration Nurse in Diploma Nurse Training,Professionally qualified clinical staff,Nurses & health visitors,Nurses - other training,Post 1st Level Registration Nurse Learner,Other Learners,True
P2E,Post 1st Level Registration Nurse in Other Learners,Professionally qualified clinical staff,Nurses & health visitors,Nurses - other training,Post 1st Level Registration Nurse Learner,Other Learners,True
P3A,Post 2nd Level Registration Nurse in Midwifery,Professionally qualified clinical staff,Nurses & health visitors,Nurses - other training,Post 2nd Level Registration Nurse Learner,Maternity Services,True
P3C,Post 2nd Level Registration Nurse in District Nursing,Professionally qualified clinical staff,Nurses & health visitors,Nurses - community health,Post 2nd Level Registration Nurse Learner,Community Services,True
P3D,Post 2nd Level Registration Nurse in Diploma Nurse Training,Professionally qualified clinical staff,Nurses & health visitors,Nurses - other training,Post 2nd Level Registration Nurse Learner,Other Learners,True
P3E,Post 2nd Level Registration Nurse in Other Learners,Professionally qualified clinical staff,Nurses & health visitors,Nurses - other training,Post 2nd Level Registration Nurse Learner,Other Learners,True
S0A,AHP Manager in Chiropody/Podiatry,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,AHP Manager,Chiropody/Podiatry,True
S0B,AHP Manager in Dietetics,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,AHP Manager,Dietetics,True
S0C,AHP Manager in Occupational Therapy,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,AHP Manager,Occupational Therapy,True
S0D,AHP Manager in Orthoptics,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,AHP Manager,Orthoptics,True
S0E,AHP Manager in Physiotherapy,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,AHP Manager,Physiotherapy,True
S0F,AHP Manager in Radiography (diagnostic),Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,AHP Manager,Radiography (diagnostic),True
S0G,AHP Manager in Radiography (therapeutic),Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,AHP Manager,Radiography (therapeutic),True
S0H,AHP Manager in Art/Music/Dramatherapy,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,AHP Manager,Art/Music/Dramatherapy,True
S0I,AHP Manager in Prosthetics and Orthotics,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,AHP Manager,Prosthetics and Orthotics,True
S0J,AHP Manager in Speech & Language Therapy,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,AHP Manager,Speech & Language Therapy,True
S0K,Other ST&T Manager in Multi-therapies,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Other ST&T Manager,Multi-therapies,True
S0L,Other ST&T Manager in Applied Psychology,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Other ST&T Manager,Applied Psychology,True
S0M,Other ST&T Manager in Psychological Therapy,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Other ST&T Manager,Psychological Therapy,True
S0N,Other ST&T Manager in Medical Physics,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Other ST&T Manager,Medical Physics,False
S0P,Other ST&T Manager in Pharmacy,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Other ST&T Manager,Pharmacy,True
S0Q,Other ST&T Manager in Pathology,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Other ST&T Manager,Pathology,False
S0R,Other ST&T Manager in Dental,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Other ST&T Manager,Dental,True
S0S,Other ST&T Manager in Physiological Measurement,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Other ST&T Manager,Physiological Measurement,False
S0T,AHP Manager in Operating Theatres,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,AHP Manager,Operating Theatres,True
S0U,Other ST&T Manager in Social Services,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Other ST&T Manager,Social Services,True
S0V,AHP Manager in Osteopathy,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,AHP Manager,Osteopathy,True
S0W,Other ST&T Manager in Optometry,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Other ST&T Manager,Optometry,True
S0X,Other ST&T Manager in Other ST&T Staff,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Other ST&T Manager,Other ST&T Staff,True
S1A,Therapist in Chiropody/Podiatry,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,Therapist,Chiropody/Podiatry,True
S1B,Therapist in Dietetics,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,Therapist,Dietetics,True
S1C,Therapist in Occupational Therapy,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,Therapist,Occupational Therapy,True
S1D,Therapist in Orthoptics,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,Therapist,Orthoptics,True
S1E,Therapist in Physiotherapy,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,Therapist,Physiotherapy,True
S1F,Therapist in Radiography (diagnostic),Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,Therapist,Radiography (diagnostic),True
S1G,Therapist in Radiography (therapeutic),Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,Therapist,Radiography (therapeutic),True
S1H,Therapist in Art/Music/Dramatherapy,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,Therapist,Art/Music/Dramatherapy,True
S1I,Therapist in Prosthetics and Orthotics,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,Therapist,Prosthetics and Orthotics,True
S1J,Therapist in Speech & Language Therapy,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,Therapist,Speech & Language Therapy,True
S1K,Therapist in Multi-therapies,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Therapist,Multi-therapies,True
S1L,Therapist in Applied Psychology,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Therapist,Applied Psychology,True
S1M,Therapist in Psychological Therapy,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Therapist,Psychological Therapy,True
S1R,Therapist in Dental,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Therapist,Dental,True
S1T,Therapist in Operating Theatres,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,Therapist,Operating Theatres,True
S1U,Therapist in Social Services,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Therapist,Social Services,True
S1V,Therapist in Osteopathy,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,Therapist,Osteopathy,True
S1X,Therapist in Other ST&T Staff,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Therapist,Other ST&T Staff,True
S2D,Scientist in Orthoptics,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,Scientist,Orthoptics,False
S2L,Scientist in Applied Psychology,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Scientist,Applied Psychology,True
S2M,Scientist in Psychological Therapy,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Scientist,Psychological Therapy,True
S2N,Scientist in Medical Physics,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Scientist,Medical Physics,False
S2P,Scientist in Pharmacy,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Scientist,Pharmacy,True
S2Q,Scientist in Pathology,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Scientist,Pathology,False
S2S,Scientist in Physiological Measurement,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Scientist,Physiological Measurement,False
S2W,Scientist in Optometry,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Scientist,Optometry,True
S2X,Scientist in Other ST&T Staff,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Scientist,Other ST&T Staff,True
S3L,Scientific Officer in Applied Psychology,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Scientific Officer,Applied Psychology,False
S3P,Scientific Officer in Pharmacy,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Scientific Officer,Pharmacy,True
S3Q,Scientific Officer in Pathology,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Scientific Officer,Pathology,False
S3X,Scientific Officer in Other ST&T Staff,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Scientific Officer,Other ST&T Staff,True
S4A,Technician in Chiropody/Podiatry,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,Technician,Chiropody/Podiatry,True
S4C,Technician in Occupational Therapy,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,Technician,Occupational Therapy,True
S4D,Technician in Orthoptics,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,Technician,Orthoptics,True
S4F,Technician in Radiography (diagnostic),Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,Technician,Radiography (diagnostic),False
S4I,Technician in Prosthetics and Orthotics,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,Technician,Prosthetics and Orthotics,True
S4L,Technician in Applied Psychology,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Technician,Applied Psychology,False
S4N,Technician in Medical Physics,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Technician,Medical Physics,False
S4P,Technician in Pharmacy,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Technician,Pharmacy,True
S4Q,Technician in Pathology,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Technician,Pathology,False
S4R,Technician in Dental,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Technician,Dental,True
S4S,Technician in Physiological Measurement,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Technician,Physiological Measurement,False
S4T,Technician in Operating Theatres,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,Technician,Operating Theatres,True
S4W,Technician in Optometry,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Technician,Optometry,True
S4X,Technician in Other ST&T Staff,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Technician,Other ST&T Staff,True
S5A,Assistant Practitioner in Chiropody/Podiatry,Support to clinical staff,Support to ST&T staff,Support to AHPs,Assistant Practitioner,Chiropody/Podiatry,True
S5B,Assistant Practitioner in Dietetics,Support to clinical staff,Support to ST&T staff,Support to AHPs,Assistant Practitioner,Dietetics,True
S5C,Assistant Practitioner in Occupational Therapy,Support to clinical staff,Support to ST&T staff,Support to AHPs,Assistant Practitioner,Occupational Therapy,True
S5D,Assistant Practitioner in Orthoptics,Support to clinical staff,Support to ST&T staff,Support to AHPs,Assistant Practitioner,Orthoptics,True
S5E,Assistant Practitioner in Physiotherapy,Support to clinical staff,Support to ST&T staff,Support to AHPs,Assistant Practitioner,Physiotherapy,True
S5F,Assistant Practitioner in Radiography (diagnostic),Support to clinical staff,Support to ST&T staff,Support to AHPs,Assistant Practitioner,Radiography (diagnostic),True
S5G,Assistant Practitioner in Radiography (therapeutic),Support to clinical staff,Support to ST&T staff,Support to AHPs,Assistant Practitioner,Radiography (therapeutic),True
S5H,Assistant Practitioner in Art/Music/Dramatherapy,Support to clinical staff,Support to ST&T staff,Support to AHPs,Assistant Practitioner,Art/Music/Dramatherapy,True
S5I,Assistant Practitioner in Prosthetics and Orthotics,Support to clinical staff,Support to ST&T staff,Support to AHPs,Assistant Practitioner,Prosthetics and Orthotics,True
S5J,Assistant Practitioner in Speech & Language Therapy,Support to clinical staff,Support to ST&T staff,Support to AHPs,Assistant Practitioner,Speech & Language Therapy,True
S5K,Assistant Practitioner in Multi-therapies,Support to clinical staff,Support to ST&T staff,Support to other ST&T staff,Assistant Practitioner,Multi-therapies,True
S5L,Assistant Practitioner in Applied Psychology,Support to clinical staff,Support to ST&T staff,Support to other ST&T staff,Assistant Practitioner,Applied Psychology,True
S5M,Assistant Practitioner in Psychological Therapy,Support to clinical staff,Support to ST&T staff,Support to other ST&T staff,Assistant Practitioner,Psychological Therapy,True
S5P,Assistant Practitioner in Pharmacy,Support to clinical staff,Support to ST&T staff,Support to other ST&T staff,Assistant Practitioner,Pharmacy,False
S5R,Assistant Practitioner in Dental,Support to clinical staff,Support to ST&T staff,Support to other ST&T staff,Assistant Practitioner,Dental,True
S5T,Assistant Practitioner in Operating Theatres,Support to clinical staff,Support to ST&T staff,Support to AHPs,Assistant Practitioner,Operating Theatres,True
S5U,Assistant Practitioner in Social Services,Support to clinical staff,Support to ST&T staff,Support to other ST&T staff,Assistant Practitioner,Social Services,True
S5V,Assistant Practitioner in Osteopathy,Support to clinical staff,Support to ST&T staff,Support to AHPs,Assistant Practitioner,Osteopathy,True
S5W,Assistant Practitioner in Optometry,Support to clinical staff,Support to ST&T staff,Support to other ST&T staff,Assistant Practitioner,Optometry,True
S5X,Assistant Practitioner in Other ST&T Staff,Support to clinical staff,Support to ST&T staff,Support to other ST&T staff,Assistant Practitioner,Other ST&T Staff,True
S6C,Instructor/Teacher in Occupational Therapy,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,Instructor/Teacher,Occupational Therapy,True
S6E,Instructor/Teacher in Physiotherapy,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,Instructor/Teacher,Physiotherapy,True
S6H,Instructor/Teacher in Art/Music/Dramatherapy,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,Instructor/Teacher,Art/Music/Dramatherapy,True
S6J,Instructor/Teacher in Speech & Language Therapy,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,Instructor/Teacher,Speech & Language Therapy,True
S6K,Instructor/Teacher in Multi-therapies,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Instructor/Teacher,Multi-therapies,True
S6U,Instructor/Teacher in Social Services,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Instructor/Teacher,Social Services,True
S6X,Instructor/Teacher in Other ST&T Staff,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Instructor/Teacher,Other ST&T Staff,True
S7A,Tutor in Chiropody/Podiatry,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,Tutor,Chiropody/Podiatry,True
S7C,Tutor in Occupational Therapy,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,Tutor,Occupational Therapy,True
S7D,Tutor in Orthoptics,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,Tutor,Orthoptics,True
S7E,Tutor in Physiotherapy,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,Tutor,Physiotherapy,True
S7F,Tutor in Radiography (diagnostic),Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,Tutor,Radiography (diagnostic),True
S7G,Tutor in Radiography (therapeutic),Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,Tutor,Radiography (therapeutic),True
S7J,Tutor in Speech & Language Therapy,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,Tutor,Speech & Language Therapy,True
S7R,Tutor in Dental,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Tutor,Dental,True
S7U,Tutor in Social Services,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Tutor,Social Services,True
S7X,Tutor in Other ST&T Staff,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Tutor,Other ST&T Staff,True
S8A,Student/Trainee in Chiropody/Podiatry,Support to clinical staff,Support to ST&T staff,Support to AHPs,Student/Trainee,Chiropody/Podiatry,True
S8B,Student/Trainee in Dietetics,Support to clinical staff,Support to ST&T staff,Support to AHPs,Student/Trainee,Dietetics,True
S8C,Student/Trainee in Occupational Therapy,Support to clinical staff,Support to ST&T staff,Support to AHPs,Student/Trainee,Occupational Therapy,True
S8D,Student/Trainee in Orthoptics,Support to clinical staff,Support to ST&T staff,Support to AHPs,Student/Trainee,Orthoptics,True
S8E,Student/Trainee in Physiotherapy,Support to clinical staff,Support to ST&T staff,Support to AHPs,Student/Trainee,Physiotherapy,True
S8F,Student/Trainee in Radiography (diagnostic),Support to clinical staff,Support to ST&T staff,Support to AHPs,Student/Trainee,Radiography (diagnostic),True
S8G,Student/Trainee in Radiography (therapeutic),Support to clinical staff,Support to ST&T staff,Support to AHPs,Student/Trainee,Radiography (therapeutic),True
S8H,Student/Trainee in Art/Music/Dramatherapy,Support to clinical staff,Support to ST&T staff,Support to AHPs,Student/Trainee,Art/Music/Dramatherapy,True
S8I,Student/Trainee in Prosthetics and Orthotics,Support to clinical staff,Support to ST&T staff,Support to AHPs,Student/Trainee,Prosthetics and Orthotics,True
S8J,Student/Trainee in Speech & Language Therapy,Support to clinical staff,Support to ST&T staff,Support to AHPs,Student/Trainee,Speech & Language Therapy,True
S8L,Student/Trainee in Applied Psychology,Support to clinical staff,Support to ST&T staff,Support to other ST&T staff,Student/Trainee,Applied Psychology,True
S8M,Student/Trainee in Psychological Therapy,Support to clinical staff,Support to ST&T staff,Support to other ST&T staff,Student/Trainee,Psychological Therapy,True
S8N,Student/Trainee in Medical Physics,Support to clinical staff,Support to ST&T staff,Support to other ST&T staff,Student/Trainee,Medical Physics,False
S8P,Student/Trainee in Pharmacy,Support to clinical staff,Support to ST&T staff,Support to other ST&T staff,Student/Trainee,Pharmacy,True
S8Q,Student/Trainee in Pathology,Support to clinical staff,Support to ST&T staff,Support to other ST&T staff,Student/Trainee,Pathology,False
S8R,Student/Trainee in Dental,Support to clinical staff,Support to ST&T staff,Support to other ST&T staff,Student/Trainee,Dental,True
S8S,Student/Trainee in Physiological Measurement,Support to clinical staff,Support to ST&T staff,Support to other ST&T staff,Student/Trainee,Physiological Measurement,False
